flown_key;customer_key;leg_origin_key;leg_dest_key;trip_origin_key;trip_dest_key;flight_key;fare_class_key;channel_key;fare;miles;minutes_late;ticket_number
78;73;20;10;20;10;2;1;3;19;99;4;3096
53;73;13;5;13;12;24;1;2;71;374;0;1342
53;73;5;12;13;12;95;3;1;306;1608;0;1342
62;73;12;13;12;13;16;1;4;88;463;0;1342
65;73;11;19;11;10;7;1;3;289;1523;45;9084
65;73;19;10;11;10;98;4;1;259;1364;0;9084
70;73;10;11;10;11;6;3;2;327;1721;0;9084
77;73;1;20;1;19;23;1;3;267;1406;0;4703
77;73;20;19;1;19;77;2;2;333;1753;0;4703
86;73;19;1;19;1;15;3;3;371;1951;0;4703
98;73;10;16;10;20;8;3;2;296;1557;0;868
98;73;16;20;10;20;93;2;4;91;477;0;868
105;73;20;11;20;10;8;4;2;177;932;55;868
105;73;11;10;20;10;83;2;4;249;1310;0;868
100;73;10;5;10;5;14;4;1;187;984;0;1274
109;73;5;10;5;10;4;2;4;242;1275;0;1274
87;73;3;9;3;1;4;4;3;300;1577;71;9154
87;73;9;1;3;1;86;2;3;254;1335;0;9154
89;73;1;15;1;3;22;2;3;238;1252;0;9154
89;73;15;3;1;3;94;4;4;113;593;0;9154
105;73;1;6;1;6;1;2;1;17;92;49;424
106;73;6;11;6;1;1;2;1;270;1420;0;424
106;73;11;1;6;1;89;2;1;202;1061;66;424
116;73;19;15;19;15;18;3;1;302;1587;0;4604
124;73;15;19;15;19;17;4;2;222;1168;91;4604
124;73;4;9;4;15;24;4;1;47;246;0;2
124;73;9;15;4;15;97;2;4;292;1539;0;2
126;73;15;19;15;4;2;1;3;208;1097;0;2
126;73;19;4;15;4;77;1;1;35;183;0;2
139;73;1;18;1;18;20;4;4;244;1284;95;5678
147;73;18;7;18;1;24;3;2;201;1058;0;5678
147;73;7;1;18;1;83;1;2;18;93;0;5678
138;73;18;3;18;3;2;4;1;348;1829;0;2970
139;73;3;17;3;18;17;1;3;116;611;0;2970
139;73;17;18;3;18;87;1;3;2;13;0;2970
157;73;13;2;13;14;1;4;2;168;885;0;4046
157;73;2;14;13;14;85;2;3;45;238;0;4046
165;73;14;13;14;13;11;4;3;67;352;0;4046
148;73;10;2;10;2;9;4;3;276;1454;0;4314
156;73;2;10;2;10;8;3;3;228;1199;68;4314
167;73;20;6;20;4;22;4;4;348;1832;0;2467
167;73;6;4;20;4;79;1;4;291;1531;0;2467
169;73;4;10;4;20;20;2;1;42;221;0;2467
169;73;10;20;4;20;93;1;3;173;913;51;2467
164;73;20;5;20;5;11;3;3;263;1384;0;8181
172;73;5;20;5;20;8;2;1;21;113;0;8181
175;73;1;7;1;7;17;3;1;338;1777;0;311
182;73;7;1;7;1;1;2;1;264;1391;90;311
166;73;13;15;13;1;22;2;3;105;553;0;2855
166;73;15;1;13;1;98;3;4;56;297;0;2855
168;73;1;15;1;13;25;1;1;129;680;0;2855
168;73;15;13;1;13;98;3;4;116;612;0;2855
175;73;19;17;19;11;17;4;4;306;1613;0;4919
175;73;17;11;19;11;77;2;4;273;1437;0;4919
183;73;11;19;11;19;2;3;3;90;474;0;4919
19;74;17;19;17;19;13;1;3;201;1056;0;3221
25;74;19;17;19;17;10;2;1;95;498;0;3221
32;74;5;10;5;4;22;3;1;321;1691;0;3733
32;74;10;4;5;4;89;4;4;286;1503;0;3733
34;74;4;5;4;5;1;4;1;257;1355;0;3733
17;74;17;18;17;7;2;3;4;201;1057;0;9152
17;74;18;7;17;7;79;4;1;279;1467;57;9152
21;74;7;17;7;17;2;1;2;112;588;0;9152
34;74;11;17;11;6;17;3;4;263;1383;41;5920
34;74;17;6;11;6;77;2;1;5;27;0;5920
44;74;6;16;6;11;14;1;4;169;888;0;5920
44;74;16;11;6;11;84;3;1;99;523;0;5920
39;74;5;8;5;14;23;1;4;115;604;0;9373
39;74;8;14;5;14;92;3;4;66;349;0;9373
43;74;14;19;14;5;10;3;4;155;817;47;9373
43;74;19;5;14;5;93;4;3;14;73;0;9373
61;74;10;4;10;11;4;2;2;124;652;0;9904
61;74;4;11;10;11;85;1;2;347;1826;0;9904
63;74;11;10;11;10;9;1;4;72;381;0;9904
73;74;18;7;18;15;14;2;2;180;949;0;8600
73;74;7;15;18;15;84;3;1;59;312;74;8600
77;74;15;18;15;18;15;3;1;49;257;0;8600
61;74;12;5;12;1;13;4;3;90;474;0;7093
61;74;5;1;12;1;84;1;3;102;536;0;7093
70;74;1;11;1;12;4;2;2;373;1964;0;7093
70;74;11;12;1;12;88;4;3;172;906;0;7093
60;74;4;20;4;20;19;4;4;204;1074;23;102
70;74;20;18;20;4;3;1;3;238;1250;0;102
70;74;18;4;20;4;99;3;1;267;1406;0;102
88;74;4;2;4;3;25;3;2;18;93;0;6206
88;74;2;3;4;3;78;1;4;17;91;83;6206
93;74;3;16;3;4;17;1;4;47;246;0;6206
93;74;16;4;3;4;98;1;4;100;525;0;6206
91;74;2;19;2;11;23;1;1;10;53;0;7368
91;74;19;11;2;11;86;2;2;297;1564;0;7368
92;74;11;13;11;2;2;1;1;10;52;0;7368
92;74;13;2;11;2;90;2;4;300;1577;0;7368
103;74;3;4;3;2;17;4;2;137;723;0;4453
103;74;4;2;3;2;78;2;3;303;1595;0;4453
108;74;2;14;2;3;19;1;4;83;439;0;4453
108;74;14;3;2;3;96;3;1;154;811;0;4453
95;74;2;8;2;17;17;1;1;327;1723;52;700
95;74;8;17;2;17;83;4;4;314;1650;0;700
105;74;17;2;17;2;12;2;1;240;1261;0;700
119;74;17;2;17;2;19;1;4;80;423;0;7006
122;74;2;19;2;17;7;3;1;72;381;0;7006
122;74;19;17;2;17;84;1;2;69;364;0;7006
116;74;10;4;10;4;17;2;2;36;192;0;6877
119;74;4;3;4;10;7;1;1;377;1985;7;6877
119;74;3;10;4;10;75;3;4;28;147;0;6877
110;74;16;11;16;17;23;4;4;212;1116;0;3039
110;74;11;17;16;17;92;3;4;309;1624;0;3039
113;74;17;11;17;16;19;1;3;43;227;0;3039
113;74;11;16;17;16;88;2;2;84;444;0;3039
137;74;8;3;8;7;7;3;2;363;1908;0;4650
137;74;3;7;8;7;88;2;2;62;328;0;4650
140;74;7;8;7;8;13;3;2;313;1646;0;4650
147;74;1;19;1;5;17;4;2;204;1072;0;3611
147;74;19;5;1;5;99;4;3;170;896;0;3611
150;74;5;16;5;1;6;1;1;258;1356;0;3611
150;74;16;1;5;1;81;1;2;24;125;0;3611
139;74;8;17;8;13;25;1;1;255;1343;0;374
139;74;17;13;8;13;92;1;1;84;441;0;374
141;74;13;7;13;8;20;1;3;92;486;0;374
141;74;7;8;13;8;89;1;4;46;244;0;374
135;74;20;17;20;17;15;3;4;304;1602;0;7472
136;74;17;10;17;20;21;3;2;164;861;27;7472
136;74;10;20;17;20;98;4;2;305;1607;0;7472
160;74;10;5;10;5;19;4;3;105;555;0;865
163;74;5;13;5;10;11;2;2;333;1751;0;865
163;74;13;10;5;10;78;3;2;1;7;0;865
157;74;20;6;20;12;1;4;2;217;1144;0;6100
157;74;6;12;20;12;89;4;3;161;848;0;6100
160;74;12;2;12;20;2;2;1;220;1160;0;6100
160;74;2;20;12;20;76;3;2;29;154;0;6100
166;74;18;9;18;20;5;1;4;204;1075;0;2020
166;74;9;20;18;20;98;1;1;217;1143;0;2020
176;74;20;6;20;18;14;3;4;297;1561;0;2020
176;74;6;18;20;18;84;2;4;201;1058;0;2020
182;74;14;18;14;18;8;1;4;309;1625;0;3371
4;75;12;11;12;1;11;2;2;139;730;0;4236
4;75;11;1;12;1;95;1;2;218;1148;0;4236
5;75;1;2;1;12;15;3;4;90;472;0;4236
5;75;2;12;1;12;87;2;1;298;1568;0;4236
28;75;9;20;9;20;19;4;3;272;1429;83;3977
36;75;20;9;20;9;11;2;2;344;1813;0;3977
24;75;8;1;8;3;15;3;3;343;1805;0;1753
24;75;1;3;8;3;98;2;1;274;1443;0;1753
33;75;3;8;3;8;10;1;2;181;952;0;1753
25;75;19;17;19;17;14;2;1;8;42;0;6090
30;75;17;19;17;19;12;2;2;378;1989;0;6090
36;75;18;15;18;15;10;1;3;97;511;0;7819
37;75;15;12;15;18;18;2;1;85;449;47;7819
37;75;12;18;15;18;96;2;2;8;42;0;7819
52;75;13;5;13;5;5;2;1;331;1742;32;4813
56;75;5;13;5;13;2;2;3;13;69;0;4813
54;75;10;9;10;9;12;1;4;108;569;0;1352
59;75;9;10;9;10;8;3;4;378;1988;0;1352
62;75;19;5;19;5;15;1;3;186;977;0;2589
64;75;5;19;5;19;1;3;3;62;325;47;2589
63;75;15;3;15;17;7;4;2;336;1770;0;199
63;75;3;17;15;17;76;4;4;108;571;0;199
72;75;17;10;17;15;9;4;2;268;1412;0;199
72;75;10;15;17;15;78;1;3;110;577;0;199
65;75;20;19;20;19;4;1;4;264;1389;0;9379
68;75;19;8;19;20;25;2;2;349;1835;0;9379
68;75;8;20;19;20;76;4;1;82;429;0;9379
78;75;17;14;17;6;11;3;2;145;761;0;4523
78;75;14;6;17;6;82;2;1;278;1463;0;4523
82;75;6;17;6;17;5;4;3;347;1828;0;4523
86;75;1;16;1;8;22;4;4;284;1496;0;3146
86;75;16;8;1;8;80;4;1;313;1645;18;3146
94;75;8;6;8;1;4;4;4;172;907;0;3146
94;75;6;1;8;1;94;2;4;236;1241;0;3146
98;75;14;10;14;8;5;4;4;143;754;0;8491
98;75;10;8;14;8;80;3;3;238;1252;0;8491
107;75;8;6;8;14;1;3;2;243;1281;0;8491
107;75;6;14;8;14;94;2;1;352;1853;0;8491
102;75;2;13;2;12;22;4;3;106;560;0;4057
102;75;13;12;2;12;78;4;2;65;344;0;4057
103;75;12;7;12;2;15;2;2;127;670;0;4057
103;75;7;2;12;2;99;4;3;131;691;0;4057
110;75;1;17;1;9;24;1;3;96;507;0;4910
110;75;17;9;1;9;78;3;3;84;443;0;4910
116;75;9;4;9;1;16;4;1;173;908;0;4910
116;75;4;1;9;1;77;3;4;200;1053;0;4910
109;75;3;12;3;12;15;2;4;182;957;0;2159
117;75;12;6;12;3;18;3;3;86;452;0;2159
117;75;6;3;12;3;86;3;4;266;1402;0;2159
136;75;7;19;7;19;16;2;3;182;959;0;9124
145;75;19;7;19;7;9;2;3;42;222;0;9124
131;75;20;19;20;19;11;4;1;268;1409;0;619
134;75;19;6;19;20;9;4;3;311;1638;0;619
134;75;6;20;19;20;84;2;1;79;417;0;619
156;75;4;7;4;7;6;4;1;47;248;55;3219
163;75;7;4;7;4;9;3;2;276;1455;0;3219
139;75;18;16;18;4;9;3;2;236;1244;0;9125
139;75;16;4;18;4;93;2;4;100;527;0;9125
144;75;4;19;4;18;11;4;1;359;1890;0;9125
144;75;19;18;4;18;88;2;4;212;1117;0;9125
154;75;16;15;16;18;11;1;1;292;1537;35;1839
154;75;15;18;16;18;80;3;2;58;307;93;1839
161;75;18;16;18;16;13;3;2;372;1959;0;1839
156;75;9;16;9;16;16;3;4;378;1992;0;5935
157;75;16;20;16;9;20;2;2;200;1054;0;5935
157;75;20;9;16;9;95;3;3;377;1985;0;5935
177;75;16;15;16;9;20;2;2;169;887;0;3452
177;75;15;9;16;9;84;4;1;297;1563;0;3452
172;75;9;6;9;2;23;4;1;154;808;0;6704
172;75;6;2;9;2;86;3;2;18;97;0;6704
176;75;2;9;2;9;8;4;3;375;1975;0;6704
181;75;16;14;16;12;16;3;4;275;1449;0;4304
181;75;14;12;16;12;95;1;3;54;285;0;4304
183;75;12;18;12;16;20;2;1;254;1336;0;4304
183;75;18;16;12;16;86;4;2;128;673;0;4304
18;76;8;7;8;10;11;4;3;159;838;0;9616
18;76;7;10;8;10;87;2;1;271;1428;0;9616
23;76;10;8;10;8;14;1;4;31;161;0;9616
29;76;6;2;6;2;11;2;3;38;201;0;8383
39;76;2;6;2;6;20;4;1;310;1631;11;8383
30;76;12;20;12;15;18;3;1;54;284;0;2454
30;76;20;15;12;15;95;4;2;77;404;0;2454
38;76;15;12;15;12;14;4;3;306;1612;61;2454
23;76;9;14;9;2;19;1;4;235;1237;0;4257
23;76;14;2;9;2;88;4;4;103;542;0;4257
24;76;2;18;2;9;10;4;2;175;922;0;4257
24;76;18;9;2;9;84;1;3;261;1376;92;4257
49;76;12;4;12;7;24;3;1;19;99;0;1275
49;76;4;7;12;7;78;1;4;337;1773;0;1275
57;76;7;19;7;12;21;3;3;335;1761;0;1275
57;76;19;12;7;12;81;1;3;222;1171;0;1275
52;76;14;1;14;1;9;2;1;219;1151;0;4144
60;76;1;18;1;14;4;4;4;307;1616;0;4144
60;76;18;14;1;14;96;4;2;70;371;0;4144
54;76;11;20;11;20;2;2;3;16;84;0;398
61;76;20;9;20;11;14;3;2;326;1716;0;398
61;76;9;11;20;11;97;3;2;99;522;0;398
77;76;17;19;17;10;20;4;3;13;70;0;4070
77;76;19;10;17;10;90;3;3;365;1920;0;4070
79;76;10;17;10;17;14;2;3;276;1450;0;4070
69;76;11;20;11;20;1;2;4;318;1672;72;9576
72;76;20;11;20;11;7;2;4;32;168;0;9576
94;76;18;1;18;1;3;3;3;233;1228;0;1593
96;76;1;18;1;18;9;2;1;101;534;62;1593
90;76;2;3;2;3;6;4;4;367;1931;0;2753
91;76;3;16;3;2;22;4;1;250;1317;0;2753
91;76;16;2;3;2;86;3;3;98;518;20;2753
86;76;20;15;20;12;15;4;2;331;1740;0;2312
86;76;15;12;20;12;92;1;2;59;313;0;2312
87;76;12;15;12;20;1;4;1;286;1505;0;2312
87;76;15;20;12;20;79;3;3;108;566;0;2312
92;76;11;3;11;19;21;1;4;296;1556;0;8979
92;76;3;19;11;19;98;3;3;330;1735;62;8979
94;76;19;12;19;11;2;2;3;196;1031;0;8979
94;76;12;11;19;11;93;4;3;116;610;0;8979
120;76;8;9;8;12;25;4;3;368;1935;0;7714
120;76;9;12;8;12;89;4;4;265;1395;0;7714
127;76;12;8;12;8;7;3;4;83;438;0;7714
115;76;10;2;10;2;1;1;4;254;1337;0;875
117;76;2;10;2;10;4;1;3;359;1889;0;875
121;76;11;13;11;18;9;2;3;273;1435;0;7361
121;76;13;18;11;18;78;3;3;130;683;0;7361
125;76;18;10;18;11;22;1;2;104;548;0;7361
125;76;10;11;18;11;83;2;2;17;92;0;7361
131;76;13;16;13;9;22;2;1;2;13;0;9635
131;76;16;9;13;9;89;4;1;219;1155;0;9635
140;76;9;13;9;13;11;1;2;103;540;0;9635
136;76;1;15;1;14;6;2;2;150;788;0;7860
136;76;15;14;1;14;98;3;2;321;1690;0;7860
139;76;14;1;14;1;4;4;2;56;296;0;7860
135;76;13;10;13;10;6;3;2;278;1461;0;8609
136;76;10;8;10;13;10;3;1;315;1658;48;8609
136;76;8;13;10;13;81;3;3;179;941;0;8609
152;76;5;12;5;11;10;1;3;203;1069;0;7063
152;76;12;11;5;11;81;1;4;74;391;0;7063
158;76;11;8;11;5;20;2;4;198;1042;0;7063
158;76;8;5;11;5;93;2;3;290;1526;0;7063
161;76;7;11;7;11;4;4;3;301;1582;0;4247
163;76;11;7;11;7;7;4;1;356;1876;42;4247
176;76;4;16;4;16;6;2;2;208;1095;0;666
182;76;16;20;16;4;17;4;1;72;378;0;666
182;76;20;4;16;4;79;4;4;310;1632;64;666
180;76;9;3;9;3;12;3;1;18;97;0;5860
181;76;10;16;10;3;9;2;1;130;685;0;5458
181;76;16;3;10;3;98;2;4;302;1589;0;5458
19;77;13;16;13;16;5;1;1;235;1238;0;9244
27;77;16;13;16;13;1;1;2;100;528;0;9244
14;77;18;7;18;7;10;2;3;204;1074;25;3636
23;77;7;18;7;18;6;2;4;225;1185;5;3636
21;77;17;14;17;14;4;3;3;173;913;0;9059
30;77;14;17;14;17;12;2;2;218;1147;0;9059
45;77;2;8;2;13;9;1;3;169;891;0;4496
45;77;8;13;2;13;83;4;1;25;133;0;4496
50;77;13;2;13;2;19;4;3;374;1968;45;4496
30;77;9;13;9;12;16;2;4;157;824;0;2694
30;77;13;12;9;12;75;3;4;250;1314;0;2694
35;77;12;15;12;9;25;4;1;253;1331;0;2694
35;77;15;9;12;9;85;4;3;14;73;67;2694
41;77;9;18;9;18;2;2;2;304;1598;0;3126
42;77;18;4;18;9;17;1;3;104;547;0;3126
42;77;4;9;18;9;87;3;2;116;611;0;3126
71;77;2;5;2;5;10;2;1;144;757;56;684
73;77;5;13;5;2;13;2;4;300;1580;0;684
73;77;13;2;5;2;80;2;4;97;509;0;684
68;77;18;13;18;13;10;4;3;125;656;0;5826
77;77;13;4;13;18;8;2;3;217;1143;0;5826
77;77;4;18;13;18;80;3;1;193;1018;0;5826
60;77;7;14;7;14;5;1;1;175;919;37;7070
61;77;14;9;14;7;8;4;4;88;465;0;7070
61;77;9;7;14;7;79;3;2;268;1413;0;7070
94;77;19;10;19;10;12;3;4;313;1647;0;2629
95;77;10;19;10;19;19;4;4;270;1421;0;2629
85;77;11;7;11;20;7;1;4;215;1129;0;7068
85;77;7;20;11;20;98;3;2;312;1643;0;7068
87;77;20;10;20;11;21;4;3;132;697;0;7068
87;77;10;11;20;11;92;4;2;183;964;98;7068
81;77;18;3;18;3;15;2;3;177;929;41;4857
85;77;3;10;3;18;3;1;3;68;359;0;4857
85;77;10;18;3;18;82;2;3;372;1960;54;4857
86;77;15;17;15;17;15;3;4;215;1129;0;8242
90;77;17;10;17;15;3;3;2;192;1012;35;8242
90;77;10;15;17;15;76;3;4;118;620;0;8242
102;77;2;8;2;8;17;4;1;337;1773;0;4686
107;77;8;11;8;2;21;4;1;190;999;0;4686
107;77;11;2;8;2;85;2;1;69;363;81;4686
100;77;3;16;3;12;24;1;4;60;316;0;2980
100;77;16;12;3;12;99;1;3;365;1920;0;2980
109;77;12;17;12;3;21;4;3;123;645;0;2980
109;77;17;3;12;3;88;2;2;207;1091;0;2980
125;77;3;10;3;10;19;1;1;342;1799;0;4856
130;77;10;4;10;3;9;3;3;162;853;0;4856
130;77;4;3;10;3;92;1;2;111;584;0;4856
128;77;13;10;13;10;11;4;1;232;1222;0;5150
130;77;10;13;10;13;16;3;2;274;1444;0;5150
126;77;13;4;13;14;21;1;2;297;1564;92;8951
126;77;4;14;13;14;86;4;3;379;1994;0;8951
128;77;14;13;14;13;10;1;2;146;769;0;8951
141;77;4;19;4;2;14;2;4;130;682;0;5228
141;77;19;2;4;2;87;2;3;227;1193;0;5228
145;77;2;3;2;4;9;2;3;343;1807;0;5228
145;77;3;4;2;4;98;1;2;147;773;54;5228
157;77;11;15;11;3;4;1;2;376;1979;0;7503
157;77;15;3;11;3;96;4;3;327;1719;0;7503
161;77;3;18;3;11;13;4;2;32;168;0;7503
161;77;18;11;3;11;90;2;1;314;1654;0;7503
158;77;8;12;8;12;19;1;2;9;47;0;3692
168;77;12;4;12;8;23;3;4;164;864;0;3692
168;77;4;8;12;8;98;2;2;74;387;0;3692
169;77;9;6;9;6;6;2;4;45;237;0;907
171;77;6;9;6;9;8;2;4;270;1423;0;907
166;77;6;1;6;16;4;1;2;282;1485;0;8509
166;77;1;16;6;16;85;3;1;170;896;76;8509
174;77;16;3;16;6;12;4;2;168;884;0;8509
174;77;3;6;16;6;97;1;4;136;715;0;8509
171;77;7;15;7;15;3;1;1;86;455;0;9695
177;77;15;7;15;7;15;1;1;159;839;0;9695
7;78;13;18;13;18;1;4;2;192;1009;0;6100
13;78;18;16;18;13;2;4;2;211;1110;0;6100
13;78;16;13;18;13;83;2;4;279;1469;0;6100
21;78;6;5;6;10;14;1;3;154;809;0;2221
21;78;5;10;6;10;93;4;3;167;879;0;2221
25;78;10;6;10;6;5;4;1;354;1862;0;2221
23;78;15;1;15;1;18;3;1;96;503;0;4061
24;78;1;3;1;15;13;4;4;269;1416;0;4061
24;78;3;15;1;15;78;4;3;196;1033;0;4061
46;78;8;7;8;7;19;2;1;145;763;0;7562
49;78;7;14;7;8;23;1;3;228;1200;11;7562
49;78;14;8;7;8;83;3;4;114;600;0;7562
49;78;6;9;6;9;16;1;4;242;1275;18;1902
54;78;9;4;9;6;2;4;1;248;1303;0;1902
54;78;4;6;9;6;81;4;2;201;1056;0;1902
45;78;15;4;15;7;4;1;1;29;155;0;7814
45;78;4;7;15;7;97;1;1;289;1520;0;7814
54;78;7;11;7;15;15;4;2;81;428;0;7814
54;78;11;15;7;15;95;3;2;104;547;0;7814
64;78;7;16;7;9;4;4;1;297;1561;0;2769
64;78;16;9;7;9;96;3;4;77;404;0;2769
70;78;9;19;9;7;3;2;3;137;720;6;2769
70;78;19;7;9;7;89;3;1;107;561;96;2769
79;78;11;2;11;14;3;4;2;135;713;0;8502
79;78;2;14;11;14;78;1;4;273;1439;0;8502
80;78;14;11;14;11;9;3;4;358;1886;0;8502
71;78;17;12;17;12;1;4;2;230;1211;0;5485
79;78;12;9;12;17;13;3;1;166;873;0;5485
79;78;9;17;12;17;85;2;2;376;1979;0;5485
68;78;4;16;4;16;12;3;2;56;297;0;969
77;78;16;8;16;4;22;3;1;8;44;0;969
77;78;8;4;16;4;91;2;3;225;1182;0;969
89;78;15;8;15;8;6;4;3;1;6;0;3410
97;78;8;3;8;15;17;3;4;111;586;0;3410
97;78;3;15;8;15;98;2;3;8;44;0;3410
80;78;7;15;7;18;15;4;2;261;1376;0;1517
80;78;15;18;7;18;83;1;1;72;380;9;1517
85;78;18;16;18;7;24;2;4;166;876;0;1517
85;78;16;7;18;7;82;4;3;357;1877;0;1517
96;78;14;16;14;16;2;2;4;170;895;0;6224
100;78;16;20;16;14;21;2;1;354;1865;0;6224
100;78;20;14;16;14;90;3;1;311;1639;0;6224
113;78;16;9;16;4;19;4;2;204;1076;0;8661
113;78;9;4;16;4;91;4;3;339;1784;0;8661
117;78;4;9;4;16;12;3;4;110;580;0;8661
117;78;9;16;4;16;75;1;3;205;1078;0;8661
123;78;5;9;5;11;2;4;4;351;1849;0;7087
123;78;9;11;5;11;93;4;1;132;697;0;7087
129;78;11;9;11;5;13;1;3;181;950;0;7087
129;78;9;5;11;5;85;2;1;307;1614;0;7087
115;78;10;20;10;20;6;4;3;69;364;0;6040
119;78;20;10;20;10;8;3;4;91;477;0;6040
133;78;1;12;1;3;21;3;4;130;682;0;3065
133;78;12;3;1;3;93;4;3;6;32;0;3065
140;78;3;1;3;1;9;1;1;263;1385;0;3065
144;78;5;12;5;14;10;3;3;100;527;0;565
144;78;12;14;5;14;99;4;3;254;1338;0;565
147;78;14;1;14;5;24;1;3;378;1988;0;565
147;78;1;5;14;5;86;2;3;218;1146;0;565
149;78;2;4;2;4;7;2;3;364;1915;0;394
158;78;4;20;4;2;13;3;2;369;1944;0;394
158;78;20;2;4;2;99;4;4;234;1230;0;394
157;78;7;6;7;1;3;2;1;129;680;0;9679
157;78;6;1;7;1;94;2;3;96;503;0;9679
162;78;1;6;1;7;22;2;2;298;1569;0;9679
162;78;6;7;1;7;82;1;4;29;155;0;9679
170;78;9;3;9;3;14;1;1;209;1099;0;2081
171;78;3;11;3;9;15;2;3;372;1957;0;2081
171;78;11;9;3;9;89;3;4;190;1000;0;2081
159;78;11;15;11;13;14;4;3;316;1664;0;7688
159;78;15;13;11;13;85;4;1;255;1341;86;7688
166;78;13;17;13;11;15;2;3;260;1370;0;7688
166;78;17;11;13;11;86;1;1;216;1137;0;7688
181;78;7;18;7;1;11;4;1;60;318;0;6539
181;78;18;1;7;1;88;2;4;6;34;0;6539
181;78;5;20;5;12;21;3;2;246;1295;0;9644
181;78;20;12;5;12;85;2;2;110;581;23;9644
179;78;19;8;19;13;20;4;1;179;940;0;1374
179;78;8;13;19;13;82;3;4;48;255;0;1374
13;79;5;20;5;10;13;3;4;345;1818;0;9968
13;79;20;10;5;10;85;1;1;197;1036;70;9968
22;79;10;5;10;5;3;1;2;148;777;0;9968
35;79;5;10;5;7;19;3;2;132;693;12;4079
35;79;10;7;5;7;98;3;2;60;315;0;4079
38;79;7;4;7;5;12;1;3;11;56;0;4079
38;79;4;5;7;5;99;4;3;290;1526;0;4079
17;79;14;19;14;4;10;3;3;126;663;0;8940
17;79;19;4;14;4;97;1;3;179;944;0;8940
23;79;4;14;4;14;5;3;2;373;1962;0;8940
42;79;5;12;5;12;3;4;1;240;1263;0;37
52;79;12;5;12;5;1;4;1;91;480;0;37
41;79;14;13;14;13;19;3;3;318;1675;0;276
50;79;13;12;13;14;24;4;3;54;284;0;276
50;79;12;14;13;14;86;2;1;222;1169;0;276
46;79;18;12;18;3;12;3;1;70;367;0;8471
46;79;12;3;18;3;87;1;3;128;674;0;8471
49;79;3;18;3;18;7;1;2;131;689;94;8471
56;79;6;15;6;12;19;1;2;242;1272;0;3242
56;79;15;12;6;12;91;2;2;331;1744;0;3242
58;79;12;17;12;6;2;4;1;2;11;0;3242
58;79;17;6;12;6;97;3;4;16;82;0;3242
51;79;13;12;13;12;20;4;3;72;381;0;1087
52;79;12;19;12;13;19;1;4;109;573;0;1087
52;79;19;13;12;13;83;1;4;282;1485;0;1087
79;79;2;10;2;1;15;1;2;67;351;0;2897
79;79;10;1;2;1;82;3;4;294;1546;0;2897
84;79;1;2;1;2;10;2;2;133;700;0;2897
75;79;9;20;9;20;11;4;3;265;1394;0;7519
80;79;20;5;20;9;12;2;3;145;762;0;7519
80;79;5;9;20;9;93;3;1;347;1826;0;7519
100;79;19;4;19;4;4;4;4;297;1562;0;1123
109;79;4;19;4;19;3;1;2;307;1615;0;1123
83;79;11;14;11;16;20;4;1;166;875;0;1972
83;79;14;16;11;16;80;2;3;329;1733;0;1972
87;79;16;11;16;11;13;3;4;92;486;35;1972
106;79;10;8;10;8;12;1;3;272;1431;0;5287
110;79;8;10;8;10;3;2;4;314;1655;0;5287
119;79;19;8;19;8;12;4;2;8;42;0;7959
125;79;8;1;8;19;10;4;1;104;545;0;7959
125;79;1;19;8;19;83;1;2;128;672;0;7959
129;79;8;7;8;7;14;4;4;317;1669;0;5750
135;79;7;8;7;8;10;2;3;177;931;0;5750
114;79;10;18;10;18;7;2;1;28;149;0;4285
117;79;18;10;18;10;17;4;3;96;507;0;4285
126;79;1;17;1;17;5;1;2;21;108;32;5546
132;79;17;18;17;1;24;3;4;307;1618;0;5546
132;79;18;1;17;1;80;1;1;286;1506;0;5546
132;79;15;4;15;4;2;3;3;141;744;58;5930
141;79;4;11;4;15;25;2;2;133;702;0;5930
141;79;11;15;4;15;77;2;4;305;1604;0;5930
137;79;8;14;8;14;13;3;4;98;515;0;1548
138;79;14;8;14;8;14;4;3;230;1211;0;1548
146;79;19;9;19;9;19;2;3;337;1774;0;1496
156;79;9;19;9;19;11;4;1;96;507;0;1496
156;79;1;9;1;18;24;2;3;200;1055;53;2952
156;79;9;18;1;18;75;3;4;158;833;0;2952
160;79;18;13;18;1;22;3;4;229;1205;0;2952
160;79;13;1;18;1;96;4;2;276;1450;0;2952
174;79;13;2;13;2;12;1;4;228;1201;0;4560
180;79;2;13;2;13;19;2;2;361;1900;0;4560
183;79;13;10;13;17;1;2;2;256;1346;0;5383
183;79;10;17;13;17;90;2;3;330;1736;0;5383
174;79;3;16;3;16;16;3;4;59;310;0;4866
182;79;16;20;16;3;16;2;2;102;537;0;4866
182;79;20;3;16;3;83;1;2;6;33;0;4866
21;80;8;1;8;4;24;1;1;334;1756;27;7161
21;80;1;4;8;4;77;3;2;82;431;0;7161
24;80;4;13;4;8;2;1;2;1;5;0;7161
24;80;13;8;4;8;81;3;1;141;742;0;7161
32;80;11;20;11;20;3;1;3;275;1446;0;5520
39;80;20;11;20;11;20;1;2;30;160;19;5520
23;80;14;9;14;9;12;1;4;265;1397;0;1664
33;80;9;14;9;14;9;1;3;104;545;0;1664
52;80;14;8;14;11;4;4;1;19;101;0;6170
52;80;8;11;14;11;95;2;1;165;870;0;6170
54;80;11;14;11;14;2;3;2;64;336;0;6170
58;80;18;5;18;2;8;1;1;270;1421;0;1789
